反應項,反應次數(202),反應比率,反應時間,第一反應次數,第一反應比率,第一反應之反應時間,排序,頻次,類別,yyy排序,代號,AS排名,頻率,百分比,累積百分比
高山(Na),100,0.50,3.4,24,0.12,4.17,3.0,44,17,5,4468,4453,116,0.002,77.162
台地(Na),63,0.31,3.29,6,0.03,3.59,4.1,0,17,6,21967,21145,16,0.000,91.331
平地(Na),47,0.23,3.78,8,0.04,4.78,2.6,18,17,7,6894,6831,69,0.001,81.553
山地(Na),30,0.15,3.27,9,0.05,4.71,2.6,23,17,8,na,na,na,na,na
沙漠(Na),25,0.12,3.59,1,0.01,3.61,5.7,30,17,9,4020,4007,131,0.003,76.037
窪地(Na),23,0.11,4.85,0,0.00,0,5.1,2,17,10,na,na,na,na,na
山(Na),23,0.11,5.08,13,0.07,4.54,2.2,0,17,11,691,691,853,0.017,54.828
山丘(Na),18,0.09,4.72,7,0.04,4.32,2.9,9,17,12,8858,8719,51,0.001,83.916
峽谷(Na),18,0.09,3.76,1,0.01,6.75,5.2,13,17,13,11426,11292,37,0.001,86.183
高地(Na),16,0.08,3.77,7,0.04,4.22,2.1,10,17,14,12473,12350,33,0.001,86.932
山脈(Na),15,0.08,3.94,6,0.03,4.23,2.9,25,17,15,6354,6282,76,0.002,80.754
冰河(Na),13,0.07,4.13,0,0.00,0,5.6,32,17,16,13582,13312,30,0.001,87.645
冰河(Na),12,0.06,3.99,0,0.00,0,5.9,32,17,17,13582,13312,30,0.001,87.645
冰河地形(Na),1,0.01,5.83,0,0.00,0,2.0,0,17,18,na,na,na,na,na
山谷(Na),13,0.07,3.37,1,0.01,3.61,5.2,23,17,19,5408,5363,92,0.002,79.142
石灰岩地形(Na),11,0.06,5.59,1,0.01,3.55,5.6,0,17,20,na,na,na,na,na
石灰岩地形(Na),6,0.03,6.03,0,0.00,0,6.2,0,17,21,na,na,na,na,na
石灰岩(Na),5,0.03,5.07,1,0.01,3.55,5.0,2,17,22,27024,25841,12,0.000,92.733
海洋(Na),11,0.06,4.07,0,0.00,0,5.2,88,17,23,2473,2471,230,0.005,70.588
海洋(Na),7,0.04,4.41,0,0.00,0,5.0,88,17,24,2473,2471,230,0.005,70.588
海(Na),2,0.01,3.66,0,0.00,0,6.5,0,17,25,1008,1007,612,0.013,59.478
大海(Na),2,0.01,3.27,0,0.00,0,4.5,35,17,26,7548,7447,62,0.001,82.423
山坡(Na),11,0.06,4.63,6,0.03,5.5,2.2,27,17,27,7155,7075,66,0.001,81.912
火山(Na),10,0.05,3.54,0,0.00,0,6.1,44,17,28,6897,6831,69,0.001,81.557
火山(Na),9,0.05,3.56,0,0.00,0,6.4,44,17,29,6897,6831,69,0.001,81.557
火山地形(Na),1,0.01,3.38,0,0.00,0,3.0,0,17,30,na,na,na,na,na
河流(Na),9,0.05,3.18,0,0.00,0,5.0,29,17,31,5453,5410,91,0.002,79.226
湖泊(Na),9,0.05,4.12,0,0.00,0,5.7,14,17,32,10910,10827,39,0.001,85.781
湖泊(Na),7,0.04,4.17,0,0.00,0,5.9,14,17,33,10910,10827,39,0.001,85.781
湖(Na),2,0.01,3.94,0,0.00,0,5.0,0,17,34,3368,3360,161,0.003,74.102
縱谷(Na),7,0.04,6.29,0,0.00,0,5.6,4,17,35,44824,44359,5,0.000,95.627
梯田(Na),7,0.04,5.11,1,0.01,4.33,4.7,4,17,36,32076,31067,9,0.000,93.795
河川(Na),7,0.04,4.04,0,0.00,0,5.4,32,17,37,1212,1211,513,0.011,61.810
草原(Na),6,0.03,4.88,0,0.00,0,4.8,48,17,38,4954,4938,102,0.002,78.245
河谷(Na),6,0.03,6.1,0,0.00,0,5.5,12,17,39,na,na,na,na,na
喀斯特(Na),5,0.03,8.34,2,0.01,7.12,4.0,1,17,40,na,na,na,na,na
喀斯特(Na),4,0.02,7.17,2,0.01,7.12,4.0,1,17,41,na,na,na,na,na
喀斯特地形(Na),1,0.01,13.03,0,0.00,0,4.0,0,17,42,na,na,na,na,na
沼澤(Na),5,0.03,5,0,0.00,0,6.6,10,17,43,8531,8435,53,0.001,83.569
山坡地(Na),5,0.03,4.02,0,0.00,0,4.4,33,17,44,10005,9828,44,0.001,85.017
冰原(Na),5,0.03,4.34,0,0.00,0,7.2,3,17,45,na,na,na,na,na
海溝(Na),5,0.03,4.88,0,0.00,0,6.4,4,17,46,25189,24499,13,0.000,92.269
三角洲(Na),4,0.02,4.41,0,0.00,0,4.5,2,17,47,na,na,na,na,na
高(Na),4,0.02,3.41,4,0.02,3.41,1.0,0,17,48,19025,18703,19,0.000,90.291
平坦(Na),4,0.02,5.18,0,0.00,0,4.5,24,17,49,na,na,na,na,na
斷層(Na),4,0.02,4.75,0,0.00,0,6.8,23,17,50,9835,9828,44,0.001,84.864
海岸(Na),4,0.02,4.93,0,0.00,0,5.0,41,17,51,na,na,na,na,na
陡峭(Na),4,0.02,4.28,0,0.00,0,5.5,9,17,52,na,na,na,na,na
低(Na),4,0.02,2.1,0,0.00,0,2.0,0,17,53,na,na,na,na,na
谷地(Na),4,0.02,3.34,0,0.00,0,5.8,3,17,54,15131,14812,26,0.001,88.522
籃球(Na),154,0.77,3.37,43,0.21,4.06,2.8,26,18,1,3273,3273,166,0.003,73.784
游泳(Na),119,0.59,3.48,24,0.12,4.73,3.4,72,18,2,na,na,na,na,na
游泳(Na),118,0.59,3.44,23,0.11,4.58,3.4,72,18,3,na,na,na,na,na
泳(Na),1,0.01,8.09,1,0.01,8.09,1.0,0,18,4,na,na,na,na,na
羽球(Na),103,0.51,3.16,10,0.05,5.3,4.3,11,18,5,8826,8719,51,0.001,83.882
羽球(Na),91,0.45,3.07,9,0.05,5.29,4.3,11,18,6,8826,8719,51,0.001,83.882
羽毛球(Na),12,0.06,3.86,1,0.01,5.42,4.5,1,18,7,22914,22103,15,0.000,91.625
跑步(Na),95,0.47,3.97,34,0.17,4.08,3.5,8,18,8,na,na,na,na,na
跑步(Na),94,0.47,3.98,33,0.16,4.11,3.5,8,18,9,na,na,na,na,na
跑(Na),1,0.01,3,1,0.01,3,1.0,0,18,10,na,na,na,na,na
排球(Na),94,0.47,3.31,16,0.08,4.17,4.1,27,18,11,9721,9658,45,0.001,84.759
棒球(Na),87,0.43,3.21,13,0.07,3.89,4.0,57,18,12,4557,4549,113,0.002,77.371
桌球(Na),74,0.37,2.94,10,0.05,4.43,4.4,39,18,13,12487,12350,33,0.001,86.942
桌球(Na),67,0.33,2.78,9,0.05,4.38,4.3,39,18,14,12487,12350,33,0.001,86.942
乒乓球(Na),7,0.04,4.5,1,0.01,4.84,4.7,4,18,15,43415,39808,6,0.000,95.463
網球(Na),73,0.36,2.93,7,0.04,4.22,4.9,22,18,16,3629,3626,147,0.003,74.925
足球(Na),64,0.32,3.4,7,0.04,4.68,4.0,40,18,17,6811,6749,70,0.001,81.435
慢跑(Na),36,0.18,3.74,4,0.02,5.61,4.4,22,18,18,na,na,na,na,na
壘球(Na),36,0.18,3.34,0,0.00,0,5.6,6,18,19,13660,13643,29,0.001,87.693
跳舞(Na),30,0.15,3.06,3,0.02,3.18,5.2,27,18,20,na,na,na,na,na
跳舞(Na),27,0.13,3.15,3,0.02,3.18,4.9,27,18,21,na,na,na,na,na
舞蹈(Na),3,0.02,2.2,0,0.00,0,8.0,89,18,22,2471,2471,230,0.005,70.579
高爾夫(Na),23,0.11,4.51,0,0.00,0,6.3,16,18,23,11157,11052,38,0.001,85.976
高爾夫(Na),17,0.09,4.24,0,0.00,0,6.5,16,18,24,11157,11052,38,0.001,85.976
高爾夫球(Na),5,0.03,5.83,0,0.00,0,5.6,5,18,25,9227,9163,48,0.001,84.288
高球(Na),1,0.01,2.47,0,0.00,0,5.0,6,18,26,28093,27329,11,0.000,92.980
跳繩(Na),17,0.09,4.4,2,0.01,4.5,5.2,9,18,27,na,na,na,na,na
腳踏車(Na),17,0.08,3.24,2,0.01,4.61,4.4,24,18,28,4422,4410,117,0.002,77.053
腳踏車(Na),10,0.05,3.7,1,0.01,4.91,4.4,24,18,29,4422,4410,117,0.002,77.053
單車(Na),5,0.03,2.71,1,0.01,4.3,4.0,5,18,30,18952,18703,19,0.000,90.262
自行車(Na),2,0.01,2.23,0,0.00,0,5.5,17,18,31,9614,9472,46,0.001,84.659
田徑(Na),16,0.08,3.11,2,0.01,3.82,6.4,7,18,32,5355,5307,93,0.002,79.042
撞球(Na),15,0.08,3.06,0,0.00,0,5.7,5,18,33,73864,70282,2,0.000,97.714
手球(Na),15,0.08,2.84,0,0.00,0,6.4,10,18,34,39365,36388,7,0.000,94.956
爬山(Na),15,0.07,4.15,2,0.01,3.56,4.9,19,18,35,na,na,na,na,na
爬山(Na),9,0.05,3.85,2,0.01,3.56,4.7,19,18,36,na,na,na,na,na
登山(Na),6,0.03,4.61,0,0.00,0,5.3,49,18,37,na,na,na,na,na
躲避球(Na),14,0.07,3.66,0,0.00,0,5.8,14,18,38,31626,31067,9,0.000,93.712
重訓(Na),14,0.07,4.12,0,0.00,0,6.1,0,18,39,na,na,na,na,na
重訓(Na),12,0.06,4.07,0,0.00,0,5.7,0,18,40,na,na,na,na,na
重量訓練(Na),2,0.01,4.41,0,0.00,0,8.5,0,18,41,na,na,na,na,na
瑜珈(Na),13,0.07,3.52,1,0.01,8.78,5.5,1,18,42,34210,33467,8,0.000,94.173
壁球(Na),12,0.06,5.06,0,0.00,0,5.9,2,18,43,na,na,na,na,na
跆拳道(Na),11,0.05,4.08,2,0.01,8.22,5.3,8,18,44,18235,18032,20,0.000,89.974
跆拳道(Na),8,0.04,3.32,0,0.00,0,6.3,8,18,45,18235,18032,20,0.000,89.974
跆拳(Na),3,0.02,6.1,2,0.01,8.22,2.7,5,18,46,77096,70282,2,0.000,97.847
柔道(Na),10,0.05,3.19,0,0.00,0,5.8,7,18,47,28303,27329,11,0.000,93.027
拳擊(Na),9,0.05,3.22,0,0.00,0,6.8,1,18,48,28184,27329,11,0.000,93.000
有氧(Na),9,0.05,3.62,1,0.01,6.31,5.1,2,18,49,na,na,na,na,na
跳遠(Na),8,0.04,2.32,0,0.00,0,6.9,2,18,50,na,na,na,na,na
跳高(Na),8,0.04,2.66,1,0.01,2.94,5.8,4,18,51,na,na,na,na,na
體操(Na),8,0.04,3.88,0,0.00,0,6.6,28,18,52,6452,6451,74,0.002,80.904
打球(Na),7,0.04,4.12,3,0.02,4.63,3.3,12,18,53,na,na,na,na,na
鉛球(Na),7,0.04,5.02,0,0.00,0,7.6,0,18,54,37191,36388,7,0.000,94.645
橄欖球(Na),7,0.04,4.46,0,0.00,0,6.1,1,18,55,36789,36388,7,0.000,94.587
馬拉松(Na),7,0.04,4.8,0,0.00,0,4.4,10,18,56,12821,12656,32,0.001,87.164
馬拉松(Na),5,0.03,5.36,0,0.00,0,4.6,10,18,57,12821,12656,32,0.001,87.164
長跑(Na),2,0.01,3.41,0,0.00,0,4.0,8,18,58,13195,12998,31,0.001,87.405
有氧舞蹈(Na),6,0.03,6.2,0,0.00,0,5.7,1,18,59,67058,57995,3,0.000,97.370
健身(Na),6,0.03,4.02,0,0.00,0,5.8,18,18,60,na,na,na,na,na
騎腳踏車(Na),6,0.03,4.3,0,0.00,0,3.7,0,18,61,na,na,na,na,na
騎腳踏車(Na),4,0.02,4.51,0,0.00,0,3.5,0,18,62,na,na,na,na,na
騎單車(Na),2,0.01,3.88,0,0.00,0,4.0,0,18,63,na,na,na,na,na
太極拳(Na),5,0.03,3.86,0,0.00,0,6.0,8,18,64,19319,18703,19,0.000,90.405
空手道(Na),5,0.03,3.11,0,0.00,0,6.8,1,18,65,38530,36388,7,0.000,94.837
溜冰(Na),5,0.03,2.93,0,0.00,0,5.8,12,18,66,na,na,na,na,na
快走(Na),5,0.03,4.23,0,0.00,0,6.4,2,18,67,na,na,na,na,na
曲棍球(Na),4,0.02,4.95,0,0.00,0,4.8,1,18,68,56057,50049,4,0.000,96.654
水球(Na),4,0.02,2.27,0,0.00,0,7.3,0,18,69,39331,36388,7,0.000,94.951
走路(Na),4,0.02,2.49,0,0.00,0,5.0,30,18,70,na,na,na,na,na
保齡球(Na),4,0.02,5.45,0,0.00,0,4.5,2,18,71,14647,14411,27,0.001,88.261
射箭(Na),4,0.02,3.78,0,0.00,0,6.3,7,18,72,na,na,na,na,na
健康(Na),4,0.02,3.68,1,0.01,2.91,3.8,361,18,73,na,na,na,na,na
美式(Na),4,0.02,4.95,0,0.00,0,6.5,0,18,74,na,na,na,na,na
滑雪(Na),4,0.02,5.12,0,0.00,0,6.3,20,18,75,na,na,na,na,na
89(Na),0.44,3.24,8,0.04,4.12,3.1,3.1,10,19,1,na,na,na,na,na
86(Na),0.43,3.25,7,0.04,4.31,3.1,3.1,10,19,2,na,na,na,na,na
3(Na),0.02,2.91,1,0.01,2.78,1.7,1.7,0,19,3,na,na,na,na,na
82(Na),0.41,3.96,15,0.08,6.04,3.4,3.4,8,19,4,na,na,na,na,na
80(Na),0.40,3.98,15,0.08,6.04,3.4,3.4,8,19,5,na,na,na,na,na
2(Na),0.01,3.25,0,0.00,0,3.0,3.0,0,19,6,na,na,na,na,na
81(Na),0.40,5.17,32,0.16,6.14,2.9,2.9,16,19,7,na,na,na,na,na
75(Na),0.37,4.36,50,0.25,4.92,2.0,2.0,5,19,8,na,na,na,na,na
45(Na),0.22,4.17,26,0.13,4.85,2.4,2.4,5,19,9,na,na,na,na,na
30(Na),0.15,4.64,24,0.12,4.99,1.4,1.4,95,19,10,na,na,na,na,na
73(Na),0.36,3.43,19,0.10,4.09,3.5,3.5,14,19,11,na,na,na,na,na
53(Na),0.26,2.82,2,0.01,4.37,4.7,4.7,21,19,12,na,na,na,na,na
46(Na),0.23,7.8,12,0.06,9.63,2.6,2.6,0,19,13,na,na,na,na,na
34(Na),0.17,7.74,8,0.04,9.45,2.8,2.8,0,19,14,na,na,na,na,na
12(Na),0.06,7.98,4,0.02,9.99,2.1,2.1,0,19,15,na,na,na,na,na
45(Na),0.22,5.11,3,0.02,6.64,3.4,3.4,18,19,16,na,na,na,na,na
42(Na),0.21,3.13,2,0.01,3.8,4.7,4.7,8,19,17,na,na,na,na,na
41(Na),0.20,2.72,0,0.00,0,5.8,5.8,5,19,18,na,na,na,na,na
35(Na),0.17,2.96,0,0.00,0,5.0,5.0,7,19,19,na,na,na,na,na
31(Na),0.15,3.57,10,0.05,4.88,2.9,2.9,17,19,20,na,na,na,na,na
30(Na),0.15,3.6,10,0.05,4.88,2.8,2.8,17,19,21,na,na,na,na,na
1(Na),0.01,2.72,0,0.00,0,7.0,7.0,0,19,22,na,na,na,na,na
28(Na),0.14,4.78,3,0.02,8.48,3.4,3.4,2,19,23,na,na,na,na,na
28(Na),0.14,3,3,0.02,3.93,4.9,4.9,4,19,24,na,na,na,na,na
28(Na),0.14,3.38,1,0.01,5.59,4.9,4.9,6,19,25,na,na,na,na,na
27(Na),0.13,3.38,1,0.01,5.56,5.4,5.4,22,19,26,na,na,na,na,na
26(Na),0.13,3.25,0,0.00,0,5.3,5.3,28,19,27,na,na,na,na,na
23(Na),0.11,3.65,0,0.00,0,4.7,4.7,14,19,28,na,na,na,na,na
22(Na),0.11,5.59,4,0.02,8.8,3.0,3.0,4,19,29,na,na,na,na,na
18(Na),0.09,5.39,2,0.01,11.64,3.2,3.2,4,19,30,na,na,na,na,na
2(Na),0.01,7.04,0,0.00,0,3.0,3.0,0,19,31,na,na,na,na,na
2(Na),0.01,5.95,2,0.01,5.95,1.0,1.0,0,19,32,na,na,na,na,na
19(Na),0.10,3.66,0,0.00,0,5.6,5.6,1,19,33,na,na,na,na,na
14(Na),0.07,4.58,3,0.02,4.47,3.9,3.9,3,19,34,na,na,na,na,na
11(Na),0.06,4.15,2,0.01,3.94,4.1,4.1,3,19,35,na,na,na,na,na
2(Na),0.01,4.07,1,0.01,5.52,3.0,3.0,0,19,36,na,na,na,na,na
1(Na),0.01,10.39,0,0.00,0,4.0,4.0,0,19,37,na,na,na,na,na
15(Na),0.08,2.84,6,0.03,3.16,2.8,2.8,7,19,38,na,na,na,na,na
12(Na),0.06,4.46,1,0.01,4.08,4.6,4.6,0,19,39,na,na,na,na,na
11(Na),0.06,4.27,1,0.01,4.08,4.6,4.6,0,19,40,na,na,na,na,na
1(Na),0.01,6.59,0,0.00,0,5.0,5.0,0,19,41,na,na,na,na,na
12(Na),0.06,3.55,1,0.01,4.59,4.5,4.5,13,19,42,na,na,na,na,na
11(Na),0.06,7.44,0,0.00,0,3.5,3.5,0,19,43,na,na,na,na,na
9(Na),0.05,3.14,0,0.00,0,6.4,6.4,22,19,44,na,na,na,na,na
8(Na),0.04,3.16,0,0.00,0,5.0,5.0,2,19,45,na,na,na,na,na
8(Na),0.04,3.04,1,0.01,5.24,5.0,5.0,2,19,46,na,na,na,na,na
8(Na),0.04,2.93,0,0.00,0,5.3,5.3,1,19,47,na,na,na,na,na
7(Na),0.04,6.68,0,0.00,0,4.9,4.9,0,19,48,na,na,na,na,na
5(Na),0.03,6.54,0,0.00,0,4.6,4.6,0,19,49,na,na,na,na,na
1(Na),0.01,3,0,0.00,0,8.0,8.0,6,19,50,na,na,na,na,na
1(Na),0.01,11.03,0,0.00,0,3.0,3.0,0,19,51,na,na,na,na,na
7(Na),0.04,5.5,1,0.01,9.02,5.6,5.6,2,19,52,na,na,na,na,na
7(Na),0.04,4.98,2,0.01,10.47,4.1,4.1,1,19,53,na,na,na,na,na
6(Na),0.03,7.36,0,0.00,0,5.0,5.0,3,19,54,na,na,na,na,na
4(Na),0.02,5.47,0,0.00,0,5.0,5.0,3,19,55,na,na,na,na,na
2(Na),0.01,11.13,0,0.00,0,5.0,5.0,1,19,56,na,na,na,na,na
6(Na),0.03,6.11,0,0.00,0,3.0,3.0,0,19,57,na,na,na,na,na
5(Na),0.03,3.17,0,0.00,0,5.0,5.0,4,19,58,na,na,na,na,na
5(Na),0.03,2.92,0,0.00,0,5.0,5.0,3,19,59,na,na,na,na,na
5(Na),0.03,4.47,2,0.01,7.22,4.4,4.4,13,19,60,na,na,na,na,na
5(Na),0.03,4.27,0,0.00,0,5.2,5.2,0,19,61,na,na,na,na,na
5(Na),0.03,3.73,0,0.00,0,6.0,6.0,0,19,62,na,na,na,na,na
5(Na),0.03,3.63,0,0.00,0,5.0,5.0,5,19,63,na,na,na,na,na
4(Na),0.02,2.75,0,0.00,0,7.8,7.8,0,19,64,na,na,na,na,na
4(Na),0.02,3.41,1,0.01,5.19,5.8,5.8,1,19,65,na,na,na,na,na
4(Na),0.02,3.08,0,0.00,0,5.8,5.8,0,19,66,na,na,na,na,na
4(Na),0.02,3.99,0,0.00,0,6.5,6.5,0,19,67,na,na,na,na,na
4(Na),0.02,3.56,1,0.01,7.74,4.3,4.3,10,19,68,na,na,na,na,na
水泥(Na),67,0.33,3.69,4,0.02,9.89,3.0,29,20,1,3073,3064,180,0.004,73.075
鋼筋(Na),66,0.33,5.69,34,0.17,7.33,2.6,7,20,2,10040,10016,43,0.001,85.048
門(Na),60,0.30,2.96,8,0.04,4.72,3.5,0,20,3,1029,1028,598,0.012,59.737
屋頂(Na),53,0.26,4.97,14,0.07,6.66,2.8,25,20,4,na,na,na,na,na
屋頂(Na),52,0.26,4.99,14,0.07,6.66,2.8,25,20,5,na,na,na,na,na
房屋頂(Na),1,0.01,3.83,0,0.00,0,3.0,0,20,6,na,na,na,na,na
柱子(Na),75,0.37,4.13,24,0.12,5.66,2.4,1,20,7,13508,13312,30,0.001,87.600
柱子(Na),47,0.23,4.54,23,0.11,5.69,2.3,1,20,8,13508,13312,30,0.001,87.600
柱(Na),28,0.14,3.45,1,0.01,5.05,2.6,0,20,9,13185,12998,31,0.001,87.399
樑(Na),46,0.23,4.99,19,0.10,6.14,2.4,0,20,10,15826,15761,24,0.000,88.879
窗戶(Na),70,0.35,4.25,18,0.09,5.42,3.4,16,20,11,7019,7001,67,0.001,81.727
窗戶(Na),38,0.19,4.29,12,0.06,5.23,3.2,16,20,12,7019,7001,67,0.001,81.727
窗(Na),29,0.14,4.14,6,0.03,5.8,3.7,0,20,13,2583,2579,219,0.004,71.094
窗子(Na),3,0.02,4.9,0,0.00,0,4.0,12,20,14,13750,13643,29,0.001,87.746
地板(Na),37,0.18,3.69,0,0.00,0,4.5,18,20,15,3749,3735,142,0.003,75.281
天花板(Na),37,0.18,4.17,1,0.01,4.31,3.9,10,20,16,7637,7560,61,0.001,82.535
樓梯(Na),36,0.18,4.59,10,0.05,7.43,4.1,18,20,17,5417,5410,91,0.002,79.159
牆壁(Na),50,0.25,4.3,9,0.05,5.75,3.6,17,20,18,5799,5794,84,0.002,79.846
牆壁(Na),28,0.14,4.49,6,0.03,5.89,3.6,17,20,19,5799,5794,84,0.002,79.846
牆(Na),22,0.11,4.05,3,0.02,5.48,3.6,0,20,20,1332,1331,469,0.010,63.015
電梯(Na),25,0.12,3.12,0,0.00,0,5.0,24,20,21,4420,4410,117,0.002,77.048
瓷磚(Na),22,0.11,5.21,0,0.00,0,4.4,6,20,22,23694,23198,14,0.000,91.854
樑柱(Na),19,0.10,8,4,0.02,7.89,2.5,0,20,23,29358,29054,10,0.000,93.259
地基(Na),17,0.09,3.74,1,0.01,5.17,5.1,7,20,24,17296,16831,22,0.000,89.572
陽台(Na),12,0.06,4.46,1,0.01,6.16,5.5,2,20,25,6560,6537,73,0.001,81.067
房間(Na),11,0.06,3.73,1,0.01,3.97,4.2,74,20,26,na,na,na,na,na
屋簷(Na),11,0.06,3.79,2,0.01,4.88,3.2,8,20,27,11943,11791,35,0.001,86.563
磚頭(Na),9,0.05,4.96,1,0.01,3.92,4.2,5,20,28,40303,39808,6,0.000,95.081
磚塊(Na),9,0.05,5.63,3,0.02,9.7,3.0,1,20,29,24643,24499,13,0.000,92.123
地下室(Na),7,0.04,5.02,1,0.01,5.55,4.4,13,20,30,na,na,na,na,na
木頭(Na),7,0.04,4.65,2,0.01,9.02,3.3,17,20,31,8697,8587,52,0.001,83.747
水管(Na),6,0.03,4.04,0,0.00,0,5.7,7,20,32,12605,12350,33,0.001,87.021
電線(Na),6,0.03,3.71,0,0.00,0,6.7,12,20,33,11106,11052,38,0.001,85.936
隔間(Na),6,0.03,3.91,0,0.00,0,6.7,2,20,34,4553,4549,113,0.002,77.362
走廊(Na),6,0.03,3.26,0,0.00,0,3.5,23,20,35,na,na,na,na,na
油漆(Na),6,0.03,5.07,0,0.00,0,4.2,8,20,36,24027,23198,14,0.000,91.949
鋼骨(Na),5,0.03,5.39,1,0.01,6.58,2.6,2,20,37,29250,29054,10,0.000,93.237
玻璃(Na),5,0.03,4.98,0,0.00,0,4.4,140,20,38,1724,1722,350,0.007,66.263
磚(Na),5,0.03,6.58,1,0.01,6.28,3.6,0,20,39,9674,9658,45,0.001,84.715
木板(Na),5,0.03,4.79,0,0.00,0,4.0,8,20,40,9630,9472,46,0.001,84.674
混凝土(Na),5,0.03,5.27,1,0.01,8.28,2.6,6,20,41,7495,7447,62,0.001,82.356
螺絲(Na),5,0.03,4.14,3,0.02,5.21,1.8,1,20,42,15298,15270,25,0.001,88.610
避雷針(Na),5,0.03,4.7,1,0.01,5.08,5.0,3,20,43,na,na,na,na,na
瓦(Na),5,0.03,3.44,1,0.01,7.28,3.6,0,20,44,17921,17413,21,0.000,89.843
橫樑(Na),4,0.02,9.85,2,0.01,10.79,3.0,0,20,45,31349,31067,9,0.000,93.661
管線(Na),4,0.02,3.51,0,0.00,0,5.8,4,20,46,7671,7648,60,0.001,82.577
大廳(Na),4,0.02,4.58,0,0.00,0,7.0,20,20,47,na,na,na,na,na
樓層(Na),4,0.02,4.82,0,0.00,0,3.8,5,20,48,14468,14411,27,0.001,88.162
閣樓(Na),4,0.02,3.65,0,0.00,0,5.0,2,20,49,19539,19413,18,0.000,90.488
大門(Na),4,0.02,5.93,1,0.01,6,4.5,35,20,50,2637,2631,214,0.004,71.334
迴廊(Na),4,0.02,3.6,1,0.01,3.83,2.5,3,20,51,32195,31067,9,0.000,93.817
水塔(Na),4,0.02,3.92,0,0.00,0,3.8,1,20,52,39329,36388,7,0.000,94.951
釘子(Na),4,0.02,4.81,1,0.01,4.89,2.8,7,20,53,34836,33467,8,0.000,94.275
鋼琴(Na),169,0.84,3.42,64,0.32,3.93,2.3,40,21,1,4027,4026,130,0.003,76.055
鋼琴(Na),168,0.84,3.42,64,0.32,3.93,2.3,40,21,2,4027,4026,130,0.003,76.055
piano(Na),1,0.01,3.19,0,0.00,0,3.0,0,21,3,na,na,na,na,na
小提琴(Na),130,0.65,4.05,18,0.09,5.47,3.4,13,21,4,7353,7263,64,0.001,82.174
小提琴(Na),129,0.64,4.05,18,0.09,5.47,3.4,13,21,5,7353,7263,64,0.001,82.174
violin(Na),1,0.01,3.53,0,0.00,0,4.0,0,21,6,na,na,na,na,na
吉他(Na),83,0.41,3.46,27,0.13,3.73,3.0,7,21,7,11488,11292,37,0.001,86.230
吉他(Na),81,0.40,3.45,26,0.13,3.72,3.1,7,21,8,11488,11292,37,0.001,86.230
吉它(Na),1,0.01,4.02,1,0.01,4.02,1.0,0,21,9,na,na,na,na,na
guitar(Na),1,0.01,3.61,0,0.00,0,2.0,0,21,10,na,na,na,na,na
鼓(Na),80,0.40,3.63,16,0.08,4.9,4.3,0,21,11,14918,14812,26,0.001,88.409
大提琴(Na),75,0.37,3.69,3,0.02,4.65,5.0,9,21,12,12336,12064,34,0.001,86.839
大提琴(Na),74,0.37,3.64,3,0.02,4.65,5.0,9,21,13,12336,12064,34,0.001,86.839
cello(Na),1,0.01,7.09,0,0.00,0,6.0,0,21,14,na,na,na,na,na
長笛(Na),61,0.30,3.56,8,0.04,4.49,4.1,5,21,15,23996,23198,14,0.000,91.941
喇叭(Na),53,0.26,3.64,14,0.07,4.49,3.8,17,21,16,11886,11791,35,0.001,86.522
笛子(Na),47,0.23,3.7,13,0.07,4.61,3.5,2,21,17,8634,8587,52,0.001,83.680
豎笛(Na),47,0.23,4.93,3,0.02,5.54,5.0,0,21,18,59647,57995,3,0.000,96.914
豎笛(Na),28,0.14,5.69,1,0.01,6.62,4.7,0,21,19,59647,57995,3,0.000,96.914
黑管(Na),12,0.06,2.93,1,0.01,5.86,5.7,0,21,20,61466,57995,3,0.000,97.026
單簧管(Na),7,0.04,5.35,1,0.01,4.14,4.9,0,21,21,31937,31067,9,0.000,93.769
中提琴(Na),37,0.18,3.11,0,0.00,0,5.0,0,21,22,90082,70282,2,0.000,98.379
口琴(Na),37,0.18,4.46,4,0.02,4.68,4.1,2,21,23,39550,36388,7,0.000,94.983
口琴(Na),27,0.13,4.15,3,0.02,4.59,3.5,2,21,24,39550,36388,7,0.000,94.983
口風琴(Na),10,0.05,5.28,1,0.01,4.95,5.5,0,21,25,152563,93826,1,0.000,99.735
直笛(Na),34,0.17,3.77,3,0.02,6.2,4.3,1,21,26,54909,50049,4,0.000,96.560
小喇叭(Na),36,0.18,3.68,4,0.02,3.99,5.0,3,21,27,na,na,na,na,na
小喇叭(Na),20,0.10,4.15,3,0.02,4.22,5.1,3,21,28,na,na,na,na,na
小號(Na),16,0.08,3.09,1,0.01,3.28,4.9,1,21,29,68789,57995,3,0.000,97.476
豎琴(Na),34,0.17,3.98,1,0.01,2.77,5.5,3,21,30,29324,29054,10,0.000,93.252
二胡(Na),28,0.14,3.08,0,0.00,0,5.5,0,21,31,10204,10016,43,0.001,85.192
二胡(Na),26,0.13,3.13,0,0.00,0,5.4,0,21,32,10204,10016,43,0.001,85.192
南胡(Na),2,0.01,2.42,0,0.00,0,6.0,1,21,33,83398,70282,2,0.000,98.105
古箏(Na),25,0.12,3.73,4,0.02,4.84,4.2,4,21,34,25636,24499,13,0.000,92.388
古箏(Na),23,0.11,3.43,4,0.02,4.84,4.2,4,21,35,25636,24499,13,0.000,92.388
